Account,trade_date,closedPnL_sum,closedPnL_mean,closedPnL_std,is_profitable_mean,execution_price_count,fg_date,fg_score,fg_label
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-09-04,0.0,0.0,0.0,0.0,79,,,
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-12-02,22795.8104,211.0723185185185,736.882963780328,0.4166666666666667,108,,,
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-01-12,197.422418,49.3556045,62.94127538467624,0.5,4,2024-01-12,71.0,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-03-12,30.727222,0.7316005238095238,4.741313289628889,0.023809523809523808,42,2024-03-12,81.0,Extreme Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-04-12,910.584797,8.927301931372549,35.126014720096556,0.13725490196078433,102,2024-04-12,79.0,Extreme Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-05-12,3174.023699,10.944909306896552,40.69675703904683,0.36551724137931035,290,2024-05-12,56.0,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-06-12,514.886454,4.767467166666666,20.410968619664217,0.2962962962962963,108,2024-06-12,72.0,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-07-12,1040.616939,5.781205216666667,19.50445167328278,0.35,180,2024-07-12,25.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-08-12,227.072158,3.29090084057971,7.941977691653922,0.36231884057971014,69,2024-08-12,25.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-09-12,311.290605,5.659829181818182,17.73776328038439,0.34545454545454546,55,2024-09-12,31.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-10-12,1474.670598,8.102585703296702,21.081501494049345,0.36813186813186816,182,2024-10-12,49.0,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-11-12,1157.689489,3.562121504615385,11.902295529430317,0.3353846153846154,325,2024-11-12,80.0,Extreme Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-12,574.398074,3.6125665031446537,24.132025503416923,0.2893081761006289,159,2024-12-12,83.0,Extreme Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-01,17.784696,1.1115435,2.448537215023288,0.1875,16,2025-01-01,66.0,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-02,526.448209,15.95297603030303,43.84021689979689,0.696969696969697,33,2025-01-02,70.0,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-03,109.593094,4.059003481481481,23.020144334875003,0.4444444444444444,27,2025-01-03,74.0,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-04,-680.287463,-35.80460331578947,94.80833335443964,0.3157894736842105,19,2025-01-04,73.0,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-05,37.385304,5.340757714285714,14.130316724649754,0.14285714285714285,7,2025-01-05,72.0,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-01,677.276764,7.525297377777777,19.335400507848206,0.4777777777777778,90,2025-02-01,68.0,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-02,-782.6517170000001,-7.246775157407408,81.79797484462085,0.25,108,2025-02-02,60.0,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-03,349.12092600000005,16.624806000000003,38.24950816593479,0.38095238095238093,21,2025-02-03,44.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-04,93.006465,23.25161625,21.383498296099425,0.75,4,2025-02-04,72.0,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-01,846.655814,8.300547196078432,33.4328940612474,0.23529411764705882,102,2025-03-01,20.0,Extreme Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-02,2440.916534,13.411629307692307,39.76608337596074,0.4010989010989011,182,2025-03-02,26.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-03,376.017126,11.394458363636364,33.16833883989421,0.36363636363636365,33,2025-03-03,33.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-04,7.052034,0.5037167142857143,1.2828584167590764,0.14285714285714285,14,2025-03-04,15.0,Extreme Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-01,73.451675,1.2886258771929824,16.157620885863043,0.2631578947368421,57,2025-04-01,34.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-02,874.3810560000001,25.717089882352944,79.3824007466573,0.47058823529411764,34,2025-04-02,44.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-03,444.266681,13.88333378125,42.32722761774259,0.21875,32,2025-04-03,25.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-04,0.0,0.0,0.0,0.0,2,2025-04-04,28.0,Fear
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-05-01,8.594753,0.2261777105263158,4.12532342466208,0.10526315789473684,38,2025-05-01,53.0,Neutral
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-05-02,32.72269,10.907563333333334,18.892453880108675,0.3333333333333333,3,2025-05-02,67.0,Greed
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-05-03,423.18325600000003,20.15158361904762,49.39432867612523,0.2857142857142857,21,,,
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-05-04,-132.88134,-5.3152536,39.52322007002916,0.4,25,,,
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-06-01,559.643925,6.6624276785714285,25.312321679376005,0.20238095238095238,84,,,
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-06-02,922.6724320000001,14.64559415873016,82.50302380598049,0.23809523809523808,63,,,
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-06-03,102.92652,8.57721,50.11601874198839,0.5,12,,,
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-06-04,-1400.5515480000001,-93.3701032,260.53219436328,0.26666666666666666,15,,,
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-07-01,289.257865,7.231446624999999,28.558201778882182,0.775,40,,,
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-07-02,126.11297599999999,7.418410352941176,11.949853629655175,0.8235294117647058,17,,,
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-07-03,781.670551,12.607589532258066,50.56622182387642,0.25806451612903225,62,,,
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-07-04,-5651.552238,-117.740671625,313.16728562815405,0.14583333333333334,48,,,
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-08-01,1377.989592,7.3689282994652405,47.94006560531221,0.3155080213903743,187,,,
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-08-02,78.902492,3.586476909090909,9.54623067150209,0.22727272727272727,22,,,
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-08-03,119.3611,3.850358064516129,9.63162044544652,0.22580645161290322,31,,,
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-08-04,-6745.027414,-160.5958908095238,416.9444648622077,0.2619047619047619,42,,,
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-09-01,279.587921,2.943030747368421,38.82852014386505,0.18947368421052632,95,,,
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-09-02,378.027954,13.035446689655172,21.698510363277148,0.7586206896551724,29,,,
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-09-03,0.0,0.0,0.0,0.0,8,,,
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-09-04,-3911.273892,-69.84417664285715,289.5739395471237,0.4642857142857143,56,,,
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-10-01,-271.259943,-2.796494257731959,53.294850856802356,0.26804123711340205,97,,,
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-10-02,4.42722,0.73787,1.3732785826108262,0.3333333333333333,6,,,
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-10-03,0.0,0.0,0.0,0.0,16,,,
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-10-04,258.032458,12.287259904761905,34.16737011587248,0.38095238095238093,21,,,
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-11-01,71.39075800000003,1.8305322564102573,64.29070219323386,0.1794871794871795,39,,,
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-11-02,314.918282,18.524604823529412,36.06177016156564,0.4117647058823529,17,,,
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-11-03,266.837111,8.33865971875,33.291178573283695,0.125,32,,,
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-11-04,608.246567,21.72309167857143,63.92261943213303,0.6071428571428571,28,,,
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-12-01,103.67729899999999,2.3563022499999997,10.193927007589929,0.13636363636363635,44,,,
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-12-02,117.09923500000001,23.419847,25.90649487476247,0.8,5,,,
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-12-03,78.714444,11.24492057142857,15.884159599521142,0.42857142857142855,7,,,
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-12-04,3105.920269,75.75415290243903,150.9455706323418,0.5853658536585366,41,,,
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-04,444.205198,27.762824875,90.37392478642859,0.625,16,2025-02-04,72.0,Greed
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-03,0.0,0.0,0.0,0.0,19,2025-03-03,33.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-04,0.0,0.0,0.0,0.0,60,2025-03-04,15.0,Extreme Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-03,0.0,0.0,0.0,0.0,155,2025-04-03,25.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-04,0.0,0.0,0.0,0.0,51,2025-04-04,28.0,Fear
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-05-04,31134.240601999998,305.2376529607843,522.4767919563814,1.0,102,,,
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-06-03,5109.859504,340.65730026666665,1049.0558127270372,0.3333333333333333,15,,,
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-06-04,0.0,0.0,0.0,0.0,103,,,
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-07-03,0.0,0.0,0.0,0.0,57,,,
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-07-04,13642.628143,72.18321768783069,247.88367877132268,0.21164021164021163,189,,,
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-08-01,0.0,0.0,0.0,0.0,139,,,
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-08-04,221.0,73.66666666666667,127.5944094909073,0.3333333333333333,3,,,
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-09-01,35352.95374,368.25993479166664,1042.8240854351102,0.5833333333333334,96,,,
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-09-04,107892.62706,372.0435415862069,1412.4623668956883,0.4724137931034483,290,,,
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-10-01,2812.7685,104.17661111111111,147.03010597494364,1.0,27,,,
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-10-03,0.08712,0.0007642105263157895,0.008159535590499718,0.008771929824561403,114,,,
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-10-04,84856.33534,382.2357447747748,1468.7341155422089,0.36036036036036034,222,,,
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-11-03,0.0,0.0,0.0,0.0,84,,,
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-11-04,122461.112004,1654.879891945946,3678.53091801194,1.0,74,,,
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-12-01,927.412681,2.377981233333333,3.070185210596726,1.0,390,,,
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-12-04,0.0,0.0,0.0,0.0,68,,,
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-01-04,0.840939,0.028997896551724137,0.10936280788482529,0.06896551724137931,29,2024-01-04,68.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-01-05,0.0,0.0,0.0,0.0,14,2024-01-05,72.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-01-07,1202.488212,92.49909323076923,250.09254180072512,0.6923076923076923,13,2024-01-07,71.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-01-08,0.0,0.0,0.0,0.0,13,2024-01-08,71.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-01-10,0.0,0.0,0.0,0.0,4,2024-01-10,73.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-01-11,1040.5747959999999,115.61942177777776,237.118948866937,0.2222222222222222,9,2024-01-11,76.0,Extreme Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-01-12,337.835516,12.512426518518518,19.667557915336555,0.5925925925925926,27,2024-01-12,71.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-02-04,883.760812,23.88542735135135,82.11980963179407,0.32432432432432434,37,2024-02-04,60.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-02-08,0.0,0.0,0.0,0.0,36,2024-02-08,66.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-02-09,0.0,0.0,0.0,0.0,2,2024-02-09,72.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-02-10,0.0,0.0,0.0,0.0,4,2024-02-10,74.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-02-11,0.0,0.0,0.0,0.0,2,2024-02-11,71.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-02-12,754.7378,44.396341176470585,107.3715922264779,0.35294117647058826,17,2024-02-12,70.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-05,5319.861625,231.2983315217391,324.189605348012,0.6956521739130435,23,2024-03-05,90.0,Extreme Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-07,1118.387284,111.8387284,161.89726563080868,0.4,10,2024-03-07,82.0,Extreme Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-08,0.0,0.0,0.0,0.0,13,2024-03-08,81.0,Extreme Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-10,0.0,0.0,0.0,0.0,4,2024-03-10,79.0,Extreme Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-11,0.0,0.0,0.0,0.0,4,2024-03-11,82.0,Extreme Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-12,1467.1002210000001,163.0111356666667,276.69808990973195,0.4444444444444444,9,2024-03-12,81.0,Extreme Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-04,0.0,0.0,0.0,0.0,32,2024-04-04,70.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-05,0.0,0.0,0.0,0.0,6,2024-04-05,79.0,Extreme Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-07,0.0,0.0,0.0,0.0,14,2024-04-07,78.0,Extreme Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-08,-108604.496278,-1508.395781638889,4571.24267672697,0.0,72,2024-04-08,76.0,Extreme Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-09,0.0,0.0,,0.0,1,2024-04-09,80.0,Extreme Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-11,2259.351364,86.89812938461539,137.28936820396905,0.5,26,2024-04-11,76.0,Extreme Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-12,291.35271,22.411746923076922,48.69017599857926,0.23076923076923078,13,2024-04-12,79.0,Extreme Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-04,4444.4983010000005,444.44983010000004,798.7271619373006,0.7,10,2024-05-04,67.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-05,0.0,0.0,0.0,0.0,4,2024-05-05,69.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-07,0.0,0.0,0.0,0.0,20,2024-05-07,68.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-08,-4779.219012,-281.130530117647,1044.042744408268,0.0,17,2024-05-08,64.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-10,5767.161892,160.19894144444444,218.54118140047288,0.6666666666666666,36,2024-05-10,66.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-11,678.4759280000001,67.8475928,93.32108146532121,0.5,10,2024-05-11,53.0,Neutral
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-12,1435.68724,75.56248631578947,326.3899069985332,0.10526315789473684,19,2024-05-12,56.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-04,236.33513399999998,14.770945874999999,42.149058574016486,0.25,16,2024-06-04,73.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-05,968.59038,107.62115333333333,237.64601629026436,0.4444444444444444,9,2024-06-05,75.0,Extreme Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-09,0.0,0.0,0.0,0.0,4,2024-06-09,75.0,Extreme Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-10,130.487079,5.9312308636363635,17.741123762831634,0.22727272727272727,22,2024-06-10,72.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-11,2821.24842,235.10403499999998,330.85027844496074,0.5833333333333334,12,2024-06-11,74.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-12,7206.315268,122.14093674576272,457.2392249766811,0.3559322033898305,59,2024-06-12,72.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-04,0.0,0.0,0.0,0.0,23,2024-07-04,44.0,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-05,656.21704,65.621704,58.92380742815348,0.7,10,2024-07-05,29.0,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-06,7329.223137999999,140.94659880769228,271.21772517534197,0.5769230769230769,52,2024-07-06,26.0,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-10,0.0,0.0,0.0,0.0,21,2024-07-10,28.0,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-11,628.96246,314.48123,444.7436205777726,0.5,2,2024-07-11,29.0,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-12,2342.996384,585.749096,452.54130052315776,1.0,4,2024-07-12,25.0,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-04,0.0,0.0,0.0,0.0,28,2024-08-04,34.0,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-05,0.0,0.0,0.0,0.0,10,2024-08-05,26.0,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-06,0.0,0.0,0.0,0.0,7,2024-08-06,17.0,Extreme Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-10,5396.546638,154.1870468,225.16460397553345,0.9428571428571428,35,2024-08-10,40.0,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-11,646.3734049999999,26.932225208333332,66.94438927907437,0.25,24,2024-08-11,39.0,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-12,0.0,0.0,0.0,0.0,7,2024-08-12,25.0,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-09-04,0.0,0.0,0.0,0.0,3,2024-09-04,27.0,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-09-05,1147.595856,45.903834239999995,97.3938635073204,0.44,25,2024-09-05,29.0,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-09-06,0.0,0.0,0.0,0.0,5,2024-09-06,22.0,Extreme Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-09-08,11147.900554,928.9917128333333,962.0730295915045,0.75,12,2024-09-08,29.0,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-09-10,396.06272,28.290194285714286,61.54299038481661,0.21428571428571427,14,2024-09-10,33.0,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-09-11,0.0,0.0,0.0,0.0,9,2024-09-11,37.0,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-09-12,2350.499742,138.26469070588234,290.95946130034304,0.4117647058823529,17,2024-09-12,31.0,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-04,5207.443414,127.01081497560976,197.76893722954745,0.8780487804878049,41,2024-10-04,41.0,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-05,2101.741695,95.53371340909092,240.61922882162773,0.2727272727272727,22,2024-10-05,49.0,Neutral
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-06,0.0,0.0,0.0,0.0,4,2024-10-06,50.0,Neutral
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-07,11595.627026,269.66574479069766,367.3141822365576,0.7674418604651163,43,2024-10-07,50.0,Neutral
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-10,0.0,0.0,0.0,0.0,16,2024-10-10,39.0,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-11,548.36595,68.54574375,75.72922856971596,0.75,8,2024-10-11,32.0,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-12,3986.312514,110.73090316666668,251.351981501002,0.3333333333333333,36,2024-10-12,49.0,Neutral
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-04,389.743164,24.35894775,69.72639235953248,0.125,16,2024-11-04,70.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-05,251.604742,27.956082444444444,38.73340875071258,1.0,9,2024-11-05,70.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-06,0.0,0.0,0.0,0.0,21,2024-11-06,70.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-07,1876.812082,98.77958326315789,150.16378122148163,0.47368421052631576,19,2024-11-07,77.0,Extreme Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-08,847.7766200000001,105.97207750000001,137.12604784290517,0.5,8,2024-11-08,75.0,Extreme Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-10,8885.327477,355.41309908000005,368.77210687145254,0.72,25,2024-11-10,78.0,Extreme Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-11,1479.677222,73.9838611,133.63115006615766,0.45,20,2024-11-11,76.0,Extreme Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-12,1083.777057,36.1259019,82.97845434260643,0.26666666666666666,30,2024-11-12,80.0,Extreme Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-04,0.0,0.0,0.0,0.0,21,2024-12-04,78.0,Extreme Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-05,0.0,0.0,0.0,0.0,10,2024-12-05,84.0,Extreme Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-07,0.0,0.0,0.0,0.0,10,2024-12-07,75.0,Extreme Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-08,858.6705000000001,53.666906250000004,105.10496787199908,0.375,16,2024-12-08,79.0,Extreme Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-10,541.55471,54.155471,63.374247509280295,0.7,10,2024-12-10,78.0,Extreme Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-11,2053.119744,27.744861405405405,103.2684853494277,0.16216216216216217,74,2024-12-11,74.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-12,0.0,0.0,0.0,0.0,31,2024-12-12,83.0,Extreme Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-01-01,0.0,0.0,,0.0,1,2025-01-01,66.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-01-02,0.0,0.0,0.0,0.0,4,2025-01-02,70.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-01-04,1402.082488,70.1041244,147.97443880846453,0.4,20,2025-01-04,73.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-01-05,1220.746604,87.196186,126.47502186202814,0.5,14,2025-01-05,72.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-02-01,2399.9471460000004,126.31300768421055,295.46426769581956,0.42105263157894735,19,2025-02-01,68.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-02-02,0.0,0.0,0.0,0.0,30,2025-02-02,60.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-02-03,11005.991600000001,423.30736923076927,773.1957008684225,0.8076923076923077,26,2025-02-03,44.0,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-02-04,0.0,0.0,,0.0,1,2025-02-04,72.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-03-01,3084.287743,64.25599464583333,179.54695102551548,0.6041666666666666,48,2025-03-01,20.0,Extreme Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-03-03,1136.272279,94.68935658333334,163.2584803811413,0.5,12,2025-03-03,33.0,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-03-04,0.0,0.0,0.0,0.0,9,2025-03-04,15.0,Extreme Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-04-01,0.0,0.0,0.0,0.0,14,2025-04-01,34.0,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-04-02,6403.5061239999995,711.5006804444444,1046.6297181593206,1.0,9,2025-04-02,44.0,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-04-03,8002.939313,135.64303920338983,492.92045109624866,0.4745762711864407,59,2025-04-03,25.0,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-04-04,4591.427138999999,218.63938757142856,477.60584203111347,0.6190476190476191,21,2025-04-04,28.0,Fear
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-05-01,890.33157,46.859556315789476,128.0469160220766,0.21052631578947367,19,2025-05-01,53.0,Neutral
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-05-02,0.0,0.0,0.0,0.0,9,2025-05-02,67.0,Greed
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-05-03,2741.101375,50.76113657407408,107.89872356629095,0.37037037037037035,54,,,
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-06-01,3575.442423,111.73257571875,366.0704748695891,0.4375,32,,,
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-06-02,440.753133,44.0753133,73.62320825872241,0.4,10,,,
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-06-03,3069.196282,82.95125086486486,212.94413045226776,0.2702702702702703,37,,,
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-06-04,0.0,0.0,0.0,0.0,7,,,
